id,codeNaics,titleNaics2,titleNaics3,titleNaics4,titleNaics5,titleNaics6
1831,61151,Technical and Trade Schools,Technical and Trade Schools,Technical and Trade Schools,Technical and Trade Schools,Technical and Trade Schools
1832,611511,Cosmetology and Barber Schools ,Cosmetology and Barber Schools ,Cosmetology and Barber Schools ,Cosmetology and Barber Schools ,Cosmetology and Barber Schools 
1833,611512,Flight Training ,Flight Training ,Flight Training ,Flight Training ,Flight Training 
1834,611513,Apprenticeship Training ,Apprenticeship Training ,Apprenticeship Training ,Apprenticeship Training ,Apprenticeship Training 
1835,611519,Other Technical and Trade Schools ,Other Technical and Trade Schools ,Other Technical and Trade Schools ,Other Technical and Trade Schools ,Other Technical and Trade Schools 
1836,6116,Other Schools and Instruction,Other Schools and Instruction,Other Schools and Instruction,Other Schools and Instruction,Other Schools and Instruction
1837,61161,Fine Arts Schools,Fine Arts Schools,Fine Arts Schools,Fine Arts Schools,Fine Arts Schools
1838,611610,Fine Arts Schools ,Fine Arts Schools ,Fine Arts Schools ,Fine Arts Schools ,Fine Arts Schools 
1839,61162,Sports and Recreation Instruction,Sports and Recreation Instruction,Sports and Recreation Instruction,Sports and Recreation Instruction,Sports and Recreation Instruction
1840,611620,Sports and Recreation Instruction ,Sports and Recreation Instruction ,Sports and Recreation Instruction ,Sports and Recreation Instruction ,Sports and Recreation Instruction 
1841,61163,Language Schools,Language Schools,Language Schools,Language Schools,Language Schools
1842,611630,Language Schools ,Language Schools ,Language Schools ,Language Schools ,Language Schools 
1843,61169,All Other Schools and Instruction,All Other Schools and Instruction,All Other Schools and Instruction,All Other Schools and Instruction,All Other Schools and Instruction
1844,611691,Exam Preparation and Tutoring ,Exam Preparation and Tutoring ,Exam Preparation and Tutoring ,Exam Preparation and Tutoring ,Exam Preparation and Tutoring 
1845,611692,Automobile Driving Schools ,Automobile Driving Schools ,Automobile Driving Schools ,Automobile Driving Schools ,Automobile Driving Schools 
1846,611699,All Other Miscellaneous Schools and Instruction ,All Other Miscellaneous Schools and Instruction ,All Other Miscellaneous Schools and Instruction ,All Other Miscellaneous Schools and Instruction ,All Other Miscellaneous Schools and Instruction 
1847,6117,Educational Support Services,Educational Support Services,Educational Support Services,Educational Support Services,Educational Support Services
1848,61171,Educational Support Services,Educational Support Services,Educational Support Services,Educational Support Services,Educational Support Services
1849,611710,Educational Support Services,Educational Support Services,Educational Support Services,Educational Support Services,Educational Support Services
1850,62,Health Care and Social Assistance,Health Care and Social Assistance,Health Care and Social Assistance,Health Care and Social Assistance,Health Care and Social Assistance
1851,621,Ambulatory Health Care Services,Ambulatory Health Care Services,Ambulatory Health Care Services,Ambulatory Health Care Services,Ambulatory Health Care Services
1852,6211,Offices of Physicians,Offices of Physicians,Offices of Physicians,Offices of Physicians,Offices of Physicians
1853,62111,Offices of Physicians,Offices of Physicians,Offices of Physicians,Offices of Physicians,Offices of Physicians
1854,621111,Offices of Physicians (except Mental Health Specialists) ,Offices of Physicians (except Mental Health Specialists) ,Offices of Physicians (except Mental Health Specialists) ,Offices of Physicians (except Mental Health Specialists) ,Offices of Physicians (except Mental Health Specialists) 
1855,621112,"Offices of Physicians, Mental Health Specialists ","Offices of Physicians, Mental Health Specialists ","Offices of Physicians, Mental Health Specialists ","Offices of Physicians, Mental Health Specialists ","Offices of Physicians, Mental Health Specialists "
1856,6212,Offices of Dentists,Offices of Dentists,Offices of Dentists,Offices of Dentists,Offices of Dentists
1857,62121,Offices of Dentists,Offices of Dentists,Offices of Dentists,Offices of Dentists,Offices of Dentists
1858,621210,Offices of Dentists ,Offices of Dentists ,Offices of Dentists ,Offices of Dentists ,Offices of Dentists 
1859,6213,Offices of Other Health Practitioners,Offices of Other Health Practitioners,Offices of Other Health Practitioners,Offices of Other Health Practitioners,Offices of Other Health Practitioners
1860,62131,Offices of Chiropractors,Offices of Chiropractors,Offices of Chiropractors,Offices of Chiropractors,Offices of Chiropractors
1861,621310,Offices of Chiropractors ,Offices of Chiropractors ,Offices of Chiropractors ,Offices of Chiropractors ,Offices of Chiropractors 
1862,62132,Offices of Optometrists,Offices of Optometrists,Offices of Optometrists,Offices of Optometrists,Offices of Optometrists
1863,621320,Offices of Optometrists,Offices of Optometrists,Offices of Optometrists,Offices of Optometrists,Offices of Optometrists
1864,62133,Offices of Mental Health Practitioners (except Physicians),Offices of Mental Health Practitioners (except Physicians),Offices of Mental Health Practitioners (except Physicians),Offices of Mental Health Practitioners (except Physicians),Offices of Mental Health Practitioners (except Physicians)
1865,621330,Offices of Mental Health Practitioners (except Physicians) ,Offices of Mental Health Practitioners (except Physicians) ,Offices of Mental Health Practitioners (except Physicians) ,Offices of Mental Health Practitioners (except Physicians) ,Offices of Mental Health Practitioners (except Physicians) 
1866,62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists","Offices of Physical, Occupational and Speech Therapists, and Audiologists","Offices of Physical, Occupational and Speech Therapists, and Audiologists","Offices of Physical, Occupational and Speech Therapists, and Audiologists","Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1867,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ","Offices of Physical, Occupational and Speech Therapists, and Audiologists ","Offices of Physical, Occupational and Speech Therapists, and Audiologists ","Offices of Physical, Occupational and Speech Therapists, and Audiologists ","Offices of Physical, Occupational and Speech Therapists, and Audiologists "
1868,62139,Offices of All Other Health Practitioners,Offices of All Other Health Practitioners,Offices of All Other Health Practitioners,Offices of All Other Health Practitioners,Offices of All Other Health Practitioners
1869,621391,Offices of Podiatrists ,Offices of Podiatrists ,Offices of Podiatrists ,Offices of Podiatrists ,Offices of Podiatrists 
1870,621399,Offices of All Other Miscellaneous Health Practitioners ,Offices of All Other Miscellaneous Health Practitioners ,Offices of All Other Miscellaneous Health Practitioners ,Offices of All Other Miscellaneous Health Practitioners ,Offices of All Other Miscellaneous Health Practitioners 
1871,6214,Outpatient Care Centers,Outpatient Care Centers,Outpatient Care Centers,Outpatient Care Centers,Outpatient Care Centers
1872,62141,Family Planning Centers,Family Planning Centers,Family Planning Centers,Family Planning Centers,Family Planning Centers
1873,621410,Family Planning Centers ,Family Planning Centers ,Family Planning Centers ,Family Planning Centers ,Family Planning Centers 
1874,62142,Outpatient Mental Health and Substance Abuse Centers,Outpatient Mental Health and Substance Abuse Centers,Outpatient Mental Health and Substance Abuse Centers,Outpatient Mental Health and Substance Abuse Centers,Outpatient Mental Health and Substance Abuse Centers
1875,621420,Outpatient Mental Health and Substance Abuse Centers ,Outpatient Mental Health and Substance Abuse Centers ,Outpatient Mental Health and Substance Abuse Centers ,Outpatient Mental Health and Substance Abuse Centers ,Outpatient Mental Health and Substance Abuse Centers 
1876,62149,Other Outpatient Care Centers,Other Outpatient Care Centers,Other Outpatient Care Centers,Other Outpatient Care Centers,Other Outpatient Care Centers
1877,621491,HMO Medical Centers ,HMO Medical Centers ,HMO Medical Centers ,HMO Medical Centers ,HMO Medical Centers 
1878,621492,Kidney Dialysis Centers ,Kidney Dialysis Centers ,Kidney Dialysis Centers ,Kidney Dialysis Centers ,Kidney Dialysis Centers 
1879,621493,Freestanding Ambulatory Surgical and Emergency Centers ,Freestanding Ambulatory Surgical and Emergency Centers ,Freestanding Ambulatory Surgical and Emergency Centers ,Freestanding Ambulatory Surgical and Emergency Centers ,Freestanding Ambulatory Surgical and Emergency Centers 
1880,621498,All Other Outpatient Care Centers ,All Other Outpatient Care Centers ,All Other Outpatient Care Centers ,All Other Outpatient Care Centers ,All Other Outpatient Care Centers 
1881,6215,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories
1882,62151,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories,Medical and Diagnostic Laboratories
1883,621511,Medical Laboratories ,Medical Laboratories ,Medical Laboratories ,Medical Laboratories ,Medical Laboratories 
1884,621512,Diagnostic Imaging Centers ,Diagnostic Imaging Centers ,Diagnostic Imaging Centers ,Diagnostic Imaging Centers ,Diagnostic Imaging Centers 
1885,6216,Home Health Care Services,Home Health Care Services,Home Health Care Services,Home Health Care Services,Home Health Care Services
1886,62161,Home Health Care Services,Home Health Care Services,Home Health Care Services,Home Health Care Services,Home Health Care Services
1887,621610,Home Health Care Services,Home Health Care Services,Home Health Care Services,Home Health Care Services,Home Health Care Services
1888,6219,Other Ambulatory Health Care Services,Other Ambulatory Health Care Services,Other Ambulatory Health Care Services,Other Ambulatory Health Care Services,Other Ambulatory Health Care Services
1889,62191,Ambulance Services,Ambulance Services,Ambulance Services,Ambulance Services,Ambulance Services
1890,621910,Ambulance Services ,Ambulance Services ,Ambulance Services ,Ambulance Services ,Ambulance Services 
1891,62199,All Other Ambulatory Health Care Services,All Other Ambulatory Health Care Services,All Other Ambulatory Health Care Services,All Other Ambulatory Health Care Services,All Other Ambulatory Health Care Services
1892,621991,Blood and Organ Banks ,Blood and Organ Banks ,Blood and Organ Banks ,Blood and Organ Banks ,Blood and Organ Banks 
1893,621999,All Other Miscellaneous Ambulatory Health Care Services ,All Other Miscellaneous Ambulatory Health Care Services ,All Other Miscellaneous Ambulatory Health Care Services ,All Other Miscellaneous Ambulatory Health Care Services ,All Other Miscellaneous Ambulatory Health Care Services 
1894,622,Hospitals,Hospitals,Hospitals,Hospitals,Hospitals
1895,6221,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals
1896,62211,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals
1897,622110,General Medical and Surgical Hospitals ,General Medical and Surgical Hospitals ,General Medical and Surgical Hospitals ,General Medical and Surgical Hospitals ,General Medical and Surgical Hospitals 
1898,6222,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals
1899,62221,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals
1900,622210,Psychiatric and Substance Abuse Hospitals ,Psychiatric and Substance Abuse Hospitals ,Psychiatric and Substance Abuse Hospitals ,Psychiatric and Substance Abuse Hospitals ,Psychiatric and Substance Abuse Hospitals 
1901,6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals
1902,62231,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals
1903,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals ,Specialty (except Psychiatric and Substance Abuse) Hospitals ,Specialty (except Psychiatric and Substance Abuse) Hospitals ,Specialty (except Psychiatric and Substance Abuse) Hospitals ,Specialty (except Psychiatric and Substance Abuse) Hospitals 
1904,623,Nursing and Residential Care Facilities,Nursing and Residential Care Facilities,Nursing and Residential Care Facilities,Nursing and Residential Care Facilities,Nursing and Residential Care Facilities
1905,6231,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities)
1906,62311,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities)
1907,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,Nursing Care Facilities (Skilled Nursing Facilities) ,Nursing Care Facilities (Skilled Nursing Facilities) ,Nursing Care Facilities (Skilled Nursing Facilities) ,Nursing Care Facilities (Skilled Nursing Facilities) 
1908,6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
1909,62321,Residential Intellectual and Developmental Disability Facilities,Residential Intellectual and Developmental Disability Facilities,Residential Intellectual and Developmental Disability Facilities,Residential Intellectual and Developmental Disability Facilities,Residential Intellectual and Developmental Disability Facilities
1910,623210,Residential Intellectual and Developmental Disability Facilities ,Residential Intellectual and Developmental Disability Facilities ,Residential Intellectual and Developmental Disability Facilities ,Residential Intellectual and Developmental Disability Facilities ,Residential Intellectual and Developmental Disability Facilities 
1911,62322,Residential Mental Health and Substance Abuse Facilities,Residential Mental Health and Substance Abuse Facilities,Residential Mental Health and Substance Abuse Facilities,Residential Mental Health and Substance Abuse Facilities,Residential Mental Health and Substance Abuse Facilities
1912,623220,Residential Mental Health and Substance Abuse Facilities ,Residential Mental Health and Substance Abuse Facilities ,Residential Mental Health and Substance Abuse Facilities ,Residential Mental Health and Substance Abuse Facilities ,Residential Mental Health and Substance Abuse Facilities 
1913,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
1914,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
1915,623311,Continuing Care Retirement Communities ,Continuing Care Retirement Communities ,Continuing Care Retirement Communities ,Continuing Care Retirement Communities ,Continuing Care Retirement Communities 
1916,623312,Assisted Living Facilities for the Elderly ,Assisted Living Facilities for the Elderly ,Assisted Living Facilities for the Elderly ,Assisted Living Facilities for the Elderly ,Assisted Living Facilities for the Elderly 
1917,6239,Other Residential Care Facilities,Other Residential Care Facilities,Other Residential Care Facilities,Other Residential Care Facilities,Other Residential Care Facilities
1918,62399,Other Residential Care Facilities,Other Residential Care Facilities,Other Residential Care Facilities,Other Residential Care Facilities,Other Residential Care Facilities
1919,623990,Other Residential Care Facilities ,Other Residential Care Facilities ,Other Residential Care Facilities ,Other Residential Care Facilities ,Other Residential Care Facilities 
1920,624,Social Assistance,Social Assistance,Social Assistance,Social Assistance,Social Assistance
1921,6241,Individual and Family Services,Individual and Family Services,Individual and Family Services,Individual and Family Services,Individual and Family Services
1922,62411,Child and Youth Services,Child and Youth Services,Child and Youth Services,Child and Youth Services,Child and Youth Services
1923,624110,Child and Youth Services ,Child and Youth Services ,Child and Youth Services ,Child and Youth Services ,Child and Youth Services 
1924,62412,Services for the Elderly and Persons with Disabilities,Services for the Elderly and Persons with Disabilities,Services for the Elderly and Persons with Disabilities,Services for the Elderly and Persons with Disabilities,Services for the Elderly and Persons with Disabilities
1925,624120,Services for the Elderly and Persons with Disabilities ,Services for the Elderly and Persons with Disabilities ,Services for the Elderly and Persons with Disabilities ,Services for the Elderly and Persons with Disabilities ,Services for the Elderly and Persons with Disabilities 
1926,62419,Other Individual and Family Services,Other Individual and Family Services,Other Individual and Family Services,Other Individual and Family Services,Other Individual and Family Services
1927,624190,Other Individual and Family Services ,Other Individual and Family Services ,Other Individual and Family Services ,Other Individual and Family Services ,Other Individual and Family Services 
1928,6242,"Community Food and Housing, and Emergency and Other Relief Services","Community Food and Housing, and Emergency and Other Relief Services","Community Food and Housing, and Emergency and Other Relief Services","Community Food and Housing, and Emergency and Other Relief Services","Community Food and Housing, and Emergency and Other Relief Services"
1929,62421,Community Food Services,Community Food Services,Community Food Services,Community Food Services,Community Food Services
1930,624210,Community Food Services ,Community Food Services ,Community Food Services ,Community Food Services ,Community Food Services 
1931,62422,Community Housing Services,Community Housing Services,Community Housing Services,Community Housing Services,Community Housing Services
1932,624221,Temporary Shelters ,Temporary Shelters ,Temporary Shelters ,Temporary Shelters ,Temporary Shelters 
1933,624229,Other Community Housing Services ,Other Community Housing Services ,Other Community Housing Services ,Other Community Housing Services ,Other Community Housing Services 
1934,62423,Emergency and Other Relief Services,Emergency and Other Relief Services,Emergency and Other Relief Services,Emergency and Other Relief Services,Emergency and Other Relief Services
1935,624230,Emergency and Other Relief Services ,Emergency and Other Relief Services ,Emergency and Other Relief Services ,Emergency and Other Relief Services ,Emergency and Other Relief Services 
1936,6243,Vocational Rehabilitation Services,Vocational Rehabilitation Services,Vocational Rehabilitation Services,Vocational Rehabilitation Services,Vocational Rehabilitation Services
1937,62431,Vocational Rehabilitation Services,Vocational Rehabilitation Services,Vocational Rehabilitation Services,Vocational Rehabilitation Services,Vocational Rehabilitation Services
1938,624310,Vocational Rehabilitation Services ,Vocational Rehabilitation Services ,Vocational Rehabilitation Services ,Vocational Rehabilitation Services ,Vocational Rehabilitation Services 
1939,6244,Child Day Care Services,Child Day Care Services,Child Day Care Services,Child Day Care Services,Child Day Care Services
1940,62441,Child Day Care Services,Child Day Care Services,Child Day Care Services,Child Day Care Services,Child Day Care Services
1941,624410,Child Day Care Services ,Child Day Care Services ,Child Day Care Services ,Child Day Care Services ,Child Day Care Services 
1942,71,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation"
1943,711,"Performing Arts, Spectator Sports, and Related Industries","Performing Arts, Spectator Sports, and Related Industries","Performing Arts, Spectator Sports, and Related Industries","Performing Arts, Spectator Sports, and Related Industries","Performing Arts, Spectator Sports, and Related Industries"
1944,7111,Performing Arts Companies,Performing Arts Companies,Performing Arts Companies,Performing Arts Companies,Performing Arts Companies
1945,71111,Theater Companies and Dinner Theaters,Theater Companies and Dinner Theaters,Theater Companies and Dinner Theaters,Theater Companies and Dinner Theaters,Theater Companies and Dinner Theaters
1946,711110,Theater Companies and Dinner Theaters ,Theater Companies and Dinner Theaters ,Theater Companies and Dinner Theaters ,Theater Companies and Dinner Theaters ,Theater Companies and Dinner Theaters 
1947,71112,Dance Companies,Dance Companies,Dance Companies,Dance Companies,Dance Companies
1948,711120,Dance Companies ,Dance Companies ,Dance Companies ,Dance Companies ,Dance Companies 
1949,71113,Musical Groups and Artists,Musical Groups and Artists,Musical Groups and Artists,Musical Groups and Artists,Musical Groups and Artists
1950,711130,Musical Groups and Artists ,Musical Groups and Artists ,Musical Groups and Artists ,Musical Groups and Artists ,Musical Groups and Artists 
1951,71119,Other Performing Arts Companies,Other Performing Arts Companies,Other Performing Arts Companies,Other Performing Arts Companies,Other Performing Arts Companies
1952,711190,Other Performing Arts Companies ,Other Performing Arts Companies ,Other Performing Arts Companies ,Other Performing Arts Companies ,Other Performing Arts Companies 
1953,7112,Spectator Sports,Spectator Sports,Spectator Sports,Spectator Sports,Spectator Sports
1954,71121,Spectator Sports,Spectator Sports,Spectator Sports,Spectator Sports,Spectator Sports
1955,711211,Sports Teams and Clubs ,Sports Teams and Clubs ,Sports Teams and Clubs ,Sports Teams and Clubs ,Sports Teams and Clubs 
1956,711212,Racetracks ,Racetracks ,Racetracks ,Racetracks ,Racetracks 
1957,711219,Other Spectator Sports ,Other Spectator Sports ,Other Spectator Sports ,Other Spectator Sports ,Other Spectator Sports 
1958,7113,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events"
1959,71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities","Promoters of Performing Arts, Sports, and Similar Events with Facilities","Promoters of Performing Arts, Sports, and Similar Events with Facilities","Promoters of Performing Arts, Sports, and Similar Events with Facilities","Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1960,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ","Promoters of Performing Arts, Sports, and Similar Events with Facilities ","Promoters of Performing Arts, Sports, and Similar Events with Facilities ","Promoters of Performing Arts, Sports, and Similar Events with Facilities ","Promoters of Performing Arts, Sports, and Similar Events with Facilities "
1961,71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities","Promoters of Performing Arts, Sports, and Similar Events without Facilities","Promoters of Performing Arts, Sports, and Similar Events without Facilities","Promoters of Performing Arts, Sports, and Similar Events without Facilities","Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1962,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ","Promoters of Performing Arts, Sports, and Similar Events without Facilities ","Promoters of Performing Arts, Sports, and Similar Events without Facilities ","Promoters of Performing Arts, Sports, and Similar Events without Facilities ","Promoters of Performing Arts, Sports, and Similar Events without Facilities "
1963,7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1964,71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1965,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1966,7115,"Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers"
1967,71151,"Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers"
1968,711510,"Independent Artists, Writers, and Performers ","Independent Artists, Writers, and Performers ","Independent Artists, Writers, and Performers ","Independent Artists, Writers, and Performers ","Independent Artists, Writers, and Performers "
1969,712,"Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions"
1970,7121,"Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions"
1971,71211,Museums,Museums,Museums,Museums,Museums
1972,712110,Museums ,Museums ,Museums ,Museums ,Museums 
1973,71212,Historical Sites,Historical Sites,Historical Sites,Historical Sites,Historical Sites
1974,712120,Historical Sites,Historical Sites,Historical Sites,Historical Sites,Historical Sites
1975,71213,Zoos and Botanical Gardens,Zoos and Botanical Gardens,Zoos and Botanical Gardens,Zoos and Botanical Gardens,Zoos and Botanical Gardens
1976,712130,Zoos and Botanical Gardens ,Zoos and Botanical Gardens ,Zoos and Botanical Gardens ,Zoos and Botanical Gardens ,Zoos and Botanical Gardens 
1977,71219,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions
1978,712190,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions
1979,713,"Amusement, Gambling, and Recreation Industries","Amusement, Gambling, and Recreation Industries","Amusement, Gambling, and Recreation Industries","Amusement, Gambling, and Recreation Industries","Amusement, Gambling, and Recreation Industries"
1980,7131,Amusement Parks and Arcades,Amusement Parks and Arcades,Amusement Parks and Arcades,Amusement Parks and Arcades,Amusement Parks and Arcades
1981,71311,Amusement and Theme Parks,Amusement and Theme Parks,Amusement and Theme Parks,Amusement and Theme Parks,Amusement and Theme Parks
1982,713110,Amusement and Theme Parks ,Amusement and Theme Parks ,Amusement and Theme Parks ,Amusement and Theme Parks ,Amusement and Theme Parks 
1983,71312,Amusement Arcades,Amusement Arcades,Amusement Arcades,Amusement Arcades,Amusement Arcades
1984,713120,Amusement Arcades,Amusement Arcades,Amusement Arcades,Amusement Arcades,Amusement Arcades
1985,7132,Gambling Industries,Gambling Industries,Gambling Industries,Gambling Industries,Gambling Industries
1986,71321,Casinos (except Casino Hotels),Casinos (except Casino Hotels),Casinos (except Casino Hotels),Casinos (except Casino Hotels),Casinos (except Casino Hotels)
1987,713210,Casinos (except Casino Hotels),Casinos (except Casino Hotels),Casinos (except Casino Hotels),Casinos (except Casino Hotels),Casinos (except Casino Hotels)
1988,71329,Other Gambling Industries,Other Gambling Industries,Other Gambling Industries,Other Gambling Industries,Other Gambling Industries
1989,713290,Other Gambling Industries ,Other Gambling Industries ,Other Gambling Industries ,Other Gambling Industries ,Other Gambling Industries 
1990,7139,Other Amusement and Recreation Industries,Other Amusement and Recreation Industries,Other Amusement and Recreation Industries,Other Amusement and Recreation Industries,Other Amusement and Recreation Industries
1991,71391,Golf Courses and Country Clubs,Golf Courses and Country Clubs,Golf Courses and Country Clubs,Golf Courses and Country Clubs,Golf Courses and Country Clubs
1992,713910,Golf Courses and Country Clubs,Golf Courses and Country Clubs,Golf Courses and Country Clubs,Golf Courses and Country Clubs,Golf Courses and Country Clubs
1993,71392,Skiing Facilities,Skiing Facilities,Skiing Facilities,Skiing Facilities,Skiing Facilities
1994,713920,Skiing Facilities,Skiing Facilities,Skiing Facilities,Skiing Facilities,Skiing Facilities
1995,71393,Marinas,Marinas,Marinas,Marinas,Marinas
1996,713930,Marinas,Marinas,Marinas,Marinas,Marinas
1997,71394,Fitness and Recreational Sports Centers,Fitness and Recreational Sports Centers,Fitness and Recreational Sports Centers,Fitness and Recreational Sports Centers,Fitness and Recreational Sports Centers
1998,713940,Fitness and Recreational Sports Centers ,Fitness and Recreational Sports Centers ,Fitness and Recreational Sports Centers ,Fitness and Recreational Sports Centers ,Fitness and Recreational Sports Centers 
1999,71395,Bowling Centers,Bowling Centers,Bowling Centers,Bowling Centers,Bowling Centers
2000,713950,Bowling Centers,Bowling Centers,Bowling Centers,Bowling Centers,Bowling Centers
2001,71399,All Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries
2002,713990,All Other Amusement and Recreation Industries ,All Other Amusement and Recreation Industries ,All Other Amusement and Recreation Industries ,All Other Amusement and Recreation Industries ,All Other Amusement and Recreation Industries 
2003,72,Accommodation and Food Services,Accommodation and Food Services,Accommodation and Food Services,Accommodation and Food Services,Accommodation and Food Services
2004,721,Accommodation,Accommodation,Accommodation,Accommodation,Accommodation
2005,7211,Traveler Accommodation,Traveler Accommodation,Traveler Accommodation,Traveler Accommodation,Traveler Accommodation
